Invoice ID,Branch,City,Customer,Gender,Product lin,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross marg,gross inco,Rating
277-35-58,C,Naypyitaw,Member,Female,Food and b,,9,44.5365,935.2665,########,11:23,Cash,890.73,4.761905,44.5365,6.7
789-23-86,B,Mandalay,Member,Male,Fashion ac,,3,13.983,293.643,1/24/2019,11:45,Cash,279.66,4.761905,13.983,7.2
284-54-42,C,Naypyitaw,Member,Male,Sports and,,1,4.0465,84.9765,1/19/2019,16:08,Credit card,80.93,4.761905,4.0465,9
443-59-00,A,Yangon,Member,Male,Food and b,,10,33.725,708.225,########,11:25,Ewallet,674.5,4.761905,33.725,4.2
509-29-39,A,Yangon,Member,Female,Sports and,,9,17.424,365.904,3/20/2019,12:24,Ewallet,348.48,4.761905,17.424,4.2
327-40-96,B,Mandalay,Member,Male,Sports and,,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,4.761905,21.78,6.9
840-19-20,C,Naypyitaw,Member,Male,Electronic,,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,439.55,4.761905,21.9775,4.4
828-46-68,A,Yangon,Member,Male,Food and b,,6,29.559,620.739,1/23/2019,11:22,Credit card,591.18,4.761905,29.559,4
641-96-36,C,Naypyitaw,Member,Female,Fashion ac,,6,13.038,273.798,########,17:55,Ewallet,260.76,4.761905,13.038,8.5
420-97-33,A,Yangon,Normal,Female,Food and beverages,,3,10.752,225.792,3/28/2019,15:30,Credit card,215.04,4.761905,10.752,9.2
436-54-45,A,Yangon,Member,Female,Food and b,,1,4.5805,96.1905,3/20/2019,19:44,Cash,91.61,4.761905,4.5805,9.8
670-79-63,B,Mandalay,Member,Female,Home and,,7,33.1065,695.2365,1/17/2019,15:27,Credit card,662.13,4.761905,33.1065,4.9
852-62-71,B,Mandalay,Normal,Female,Fashion ac,,10,41.625,874.125,########,11:25,Credit card,832.5,4.761905,41.625,4.4
598-06-73,B,Mandalay,Member,Male,Fashion ac,,1,4.5675,95.9175,2/16/2019,15:42,Cash,91.35,4.761905,4.5675,6.8
135-13-82,B,Mandalay,Member,Female,Food and b,,2,7.888,165.648,1/26/2019,16:04,Cash,157.76,4.761905,7.888,9.1
816-57-20,A,Yangon,Normal,Male,Sports and,,2,6.087,127.827,########,12:37,Ewallet,121.74,4.761905,6.087,8.7
628-90-86,B,Mandalay,Member,Male,Health and,,10,41.29,867.09,3/14/2019,14:41,Cash,825.8,4.761905,41.29,5
856-66-27,A,Yangon,Member,Male,Home and,,3,7.995,167.895,1/25/2019,14:19,Ewallet,159.9,4.761905,7.995,7.5
308-39-17,A,Yangon,Normal,Female,Fashion ac,,1,0.6045,12.6945,1/26/2019,18:19,Credit card,12.09,4.761905,0.6045,8.2
149-61-19,A,Yangon,Normal,Male,Sports and,,10,32.095,673.995,1/19/2019,14:08,Credit card,641.9,4.761905,32.095,6.7
655-07-22,A,Yangon,Normal,Male,Electronic,,3,11.7465,246.6765,########,16:38,Ewallet,234.93,4.761905,11.7465,5.4
589-02-80,A,Yangon,Member,Male,Food and b,,2,8.377,175.917,1/15/2019,,Credit card,167.54,4.761905,8.377,7
420-04-75,B,Mandalay,Normal,Male,Home and,,3,14.955,314.055,3/18/2019,11:29,Ewallet,299.1,4.761905,14.955,4.7
182-88-27,B,Mandalay,Member,Male,Food and b,,3,11.9865,251.7165,3/20/2019,19:28,Credit card,239.73,4.761905,11.9865,5
188-55-09,B,Mandalay,Member,Male,Health and,,10,33.235,697.935,1/15/2019,15:01,Credit card,664.7,4.761905,33.235,5
610-46-41,A,Yangon,Normal,Male,Health and,,7,10.1325,212.7825,########,20:31,Credit card,202.65,4.761905,10.1325,6
318-81-23,C,Naypyitaw,Normal,Female,Electronic,,1,2.31,48.51,3/19/2019,12:16,Cash,46.2,4.761905,2.31,6.3
364-33-85,B,Mandalay,Member,Female,Food and b,,5,4.4075,92.5575,########,15:27,Cash,88.15,4.761905,4.4075,8.5
665-63-97,B,Mandalay,Normal,Male,Fashion ac,,3,7.863,165.123,2/27/2019,17:36,Ewallet,157.26,4.761905,7.863,7.5
695-09-51,B,Mandalay,Member,Female,Food and b,,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,296.37,4.761905,14.8185,6.4
155-45-38,C,Naypyitaw,Member,Female,Electronic,,8,35.42,743.82,3/19/2019,15:29,Ewallet,708.4,4.761905,35.42,4.7
794-32-24,B,Mandalay,Member,Male,Electronic,,2,5.567,116.907,3/27/2019,15:08,Ewallet,111.34,4.761905,5.567,6
131-15-88,C,Naypyitaw,Member,Female,Food and b,,8,29.008,609.168,3/30/2019,19:26,Credit card,580.16,4.761905,29.008,4
273-84-21,C,Naypyitaw,Member,Male,Electronic,,5,3.0125,63.2625,2/16/2019,15:53,Ewallet,60.25,4.761905,3.0125,5.5
706-36-61,A,Yangon,Member,Male,Home and,,9,8.712,182.952,1/18/2019,18:43,Ewallet,174.24,4.761905,8.712,8.7
778-89-79,C,Naypyitaw,Normal,Male,Health and,,6,21.063,442.323,3/30/2019,14:58,Cash,421.26,4.761905,21.063,7.4
574-31-82,B,Mandalay,Member,Male,Fashion ac,,1,1.6815,35.3115,3/20/2019,19:55,Cash,33.63,4.761905,1.6815,5.6
859-71-09,C,Naypyitaw,Member,Female,Sports and,,2,1.549,32.529,1/16/2019,15:10,Cash,30.98,4.761905,1.549,6.3
740-11-52,C,Naypyitaw,Normal,Male,Electronic,,10,12.37,259.77,2/24/2019,16:44,Cash,247.4,4.761905,12.37,7.1
369-82-26,B,Mandalay,Normal,Male,Electronic,,5,18.915,397.215,1/15/2019,18:22,Ewallet,378.3,4.761905,18.915,7.8
563-47-40,B,Mandalay,Normal,Female,Health and,,6,16.743,351.603,1/22/2019,11:52,Cash,334.86,4.761905,16.743,9.9
742-04-51,A,Yangon,Member,Male,Home and,,10,36.39,764.19,########,17:24,Cash,727.8,4.761905,36.39,7.3
149-15-76,B,Mandalay,Member,Male,Sports and,,9,16.794,352.674,########,15:31,Ewallet,335.88,4.761905,16.794,5.1
133-77-31,B,Mandalay,Member,Male,Fashion ac,,4,12.036,252.756,2/16/2019,18:04,Credit card,240.72,4.761905,12.036,9.4
169-52-45,A,Yangon,Normal,Female,Electronic,,3,2.3535,49.4235,3/14/2019,14:13,Credit card,47.07,4.761905,2.3535,5.8
250-81-71,C,Naypyitaw,Normal,Female,Electronic,,1,4.9845,104.6745,2/27/2019,10:23,Credit card,99.69,4.761905,4.9845,8
562-12-54,A,Yangon,Member,Female,Fashion ac,,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,264.45,4.761905,13.2225,7.9
816-72-88,A,Yangon,Member,Female,Sports and,,5,6.9825,146.6325,1/29/2019,15:48,Cash,139.65,4.761905,6.9825,5.9
491-38-34,A,Yangon,Member,Male,Fashion ac,,1,2.7725,58.2225,2/26/2019,17:46,Credit card,55.45,4.761905,2.7725,4.9
322-02-22,B,Mandalay,Normal,Female,Sports and,,3,6.4455,135.3555,########,11:46,Cash,128.91,4.761905,6.4455,9.3
842-29-46,C,Naypyitaw,Member,Male,Sports and,,7,5.999,125.979,1/16/2019,12:07,Credit card,119.98,4.761905,5.999,7.9
725-67-24,B,Mandalay,Member,Female,Fashion ac,,6,17.625,370.125,3/24/2019,18:14,Credit card,352.5,4.761905,17.625,5.9
641-51-26,C,Naypyitaw,Member,Female,Food and b,,10,43.55,914.55,########,14:45,Credit card,871,4.761905,43.55,9.9
714-02-31,C,Naypyitaw,Normal,Female,Sports and,,2,9.88,207.48,2/21/2019,11:39,Cash,197.6,4.761905,9.88,7.7
518-17-29,A,Yangon,Normal,Female,Fashion ac,,4,9.726,204.246,########,15:44,Ewallet,194.52,4.761905,9.726,7.6
779-42-24,B,Mandalay,Member,Male,Food and b,,3,8.661,181.881,2/20/2019,13:06,Ewallet,173.22,4.761905,8.661,7.7
190-14-31,B,Mandalay,Normal,Female,Health and,,4,3.594,75.474,2/23/2019,20:43,Ewallet,71.88,4.761905,3.594,6.4
408-66-67,C,Naypyitaw,Member,Female,Health and,,6,14.313,300.573,2/16/2019,14:19,Ewallet,286.26,4.761905,14.313,4.4
679-22-65,B,Mandalay,Normal,Female,Sports and,,2,4.062,85.302,1/17/2019,10:01,Credit card,81.24,4.761905,4.062,4.1
588-47-86,A,Yangon,Member,Male,Fashion ac,,10,28.02,588.42,1/14/2019,19:30,Ewallet,560.4,4.761905,28.02,4.4
642-61-47,B,Mandalay,Member,Male,Food and b,,2,9.34,196.14,3/30/2019,16:34,Cash,186.8,4.761905,9.34,5.5
576-31-47,B,Mandalay,Normal,Female,Health and,,3,11.0115,231.2415,########,13:10,Ewallet,220.23,4.761905,11.0115,4
556-41-62,C,Naypyitaw,Normal,Male,Health and,,8,13.456,282.576,2/15/2019,17:10,Credit card,269.12,4.761905,13.456,9.3
811-03-87,A,Yangon,Normal,Female,Electronic,,10,22.74,477.54,########,10:22,Credit card,454.8,4.761905,22.74,4.8
242-11-31,B,Mandalay,Member,Male,Fashion ac,,2,8.377,175.917,2/24/2019,19:57,Cash,167.54,4.761905,8.377,4.6
752-23-37,B,Mandalay,Member,Female,Sports and,,7,22.428,470.988,2/19/2019,19:29,Credit card,448.56,4.761905,22.428,7.3
274-05-54,A,Yangon,Member,Female,Food and b,,4,14.694,308.574,2/23/2019,18:30,Cash,293.88,4.761905,14.694,6
648-94-30,C,Naypyitaw,Normal,Male,Health and,,10,29.475,618.975,########,14:27,Ewallet,589.5,4.761905,29.475,8.1
130-67-47,A,Yangon,Member,Male,Food and b,,6,14.55,305.55,########,13:57,Ewallet,291,4.761905,14.55,9.4
528-87-56,B,Mandalay,Member,Female,Electronic,,1,1.974,,########,19:43,Cash,39.48,4.761905,1.974,6.5
320-85-20,B,Mandalay,Normal,Female,Sports and,,1,1.7405,36.5505,1/14/2019,10:11,Credit card,34.81,4.761905,1.7405,7
370-96-06,C,Naypyitaw,Normal,Female,Fashion ac,,6,14.796,310.716,########,13:46,Ewallet,295.92,4.761905,14.796,7.1
105-10-61,A,Yangon,Member,Male,Fashion ac,,2,2.148,45.108,2/27/2019,12:22,Ewallet,42.96,4.761905,2.148,6.6
510-79-04,B,Mandalay,Member,Female,Sports and,,6,6.924,145.404,1/24/2019,19:20,Ewallet,138.48,4.761905,6.924,4.9
241-96-50,B,Mandalay,Member,Female,Home and,,2,4.91,103.11,########,12:58,Credit card,98.2,4.761905,4.91,6.4
767-97-46,B,Mandalay,Member,Female,Sports and,,2,6.483,136.143,########,11:59,Credit card,129.66,4.761905,6.483,8
648-83-13,A,Yangon,Member,Male,Home and,,10,31.78,667.38,1/16/2019,17:59,Cash,635.6,4.761905,31.78,4.3
173-57-23,C,Naypyitaw,Member,Male,Sports and,,2,7.288,153.048,3/13/2019,12:51,Cash,145.76,4.761905,7.288,6.1
305-03-23,A,Yangon,Normal,Female,Food and b,,3,10.065,211.365,2/15/2019,10:36,Cash,201.3,4.761905,10.065,7.5
394-55-63,C,Naypyitaw,Member,Female,Sports and,,9,31.5855,663.2955,1/25/2019,13:38,Cash,631.71,4.761905,31.5855,6.7
266-20-66,C,Naypyitaw,Member,Male,Food and b,,7,19.264,404.544,########,19:39,Ewallet,385.28,4.761905,19.264,5.2
689-05-18,A,Yangon,Member,Male,Health and,,10,24.315,510.615,########,12:44,Cash,486.3,4.761905,24.315,8.8
196-01-28,C,Naypyitaw,Member,Female,Fashion ac,,7,25.683,539.343,########,13:56,Cash,513.66,4.761905,25.683,9.5
372-62-52,C,Naypyitaw,Normal,Female,Food and b,,9,23.67,497.07,1/16/2019,14:42,Cash,473.4,4.761905,23.67,7.6
800-09-86,A,Yangon,Member,Female,Home and,,5,21.8425,458.6925,1/29/2019,19:45,Cash,436.85,4.761905,21.8425,6.6
182-52-70,A,Yangon,Member,Female,Sports and,,4,5.408,,########,20:26,Ewallet,108.16,4.761905,5.408,6.9
826-58-80,B,Mandalay,Normal,Male,Home and,,4,12.438,261.198,########,19:46,Ewallet,248.76,4.761905,12.438,4.3
868-06-04,A,Yangon,Member,Male,Electronic,,9,31.311,657.531,2/19/2019,19:38,Credit card,626.22,4.761905,31.311,7.8
751-41-97,C,Naypyitaw,Normal,Male,Home and,,10,48.75,1023.75,########,16:18,Ewallet,975,4.761905,48.75,8
626-43-78,C,Naypyitaw,Normal,Female,Fashion ac,,8,24.164,507.444,########,12:23,Ewallet,483.28,4.761905,24.164,9.6
176-64-77,B,Mandalay,Normal,Male,Food and b,,3,4.848,101.808,3/27/2019,19:11,Credit card,96.96,4.761905,4.848,4.3
191-29-03,B,Mandalay,Member,Female,Fashion ac,,10,9.885,207.585,2/27/2019,18:57,Credit card,197.7,4.761905,9.885,5
729-06-20,B,Mandalay,Member,Male,Health and,,9,36.2115,760.4415,########,11:18,Cash,724.23,4.761905,36.2115,9.2
640-48-50,B,Mandalay,Member,Female,Home and,,9,39.7755,835.2855,########,12:40,Cash,795.51,4.761905,39.7755,6.3
186-79-95,B,Mandalay,Normal,Male,Health and,,7,25.1195,527.5095,3/29/2019,14:06,Cash,502.39,4.761905,25.1195,8.9
834-45-55,B,Mandalay,Normal,Female,Electronic,,4,8.6,180.6,1/31/2019,20:48,Ewallet,172,4.761905,8.6,7.6
162-65-85,C,Naypyitaw,Member,Male,Food and b,,1,3.449,72.429,1/21/2019,20:13,Cash,68.98,4.761905,3.449,4.8
760-27-54,C,Naypyitaw,Normal,Male,Fashion ac,,8,6.248,131.208,1/20/2019,20:37,Ewallet,124.96,4.761905,6.248,9.1
445-30-92,A,Yangon,Normal,Male,Sports and,,3,3.855,80.955,1/17/2019,17:59,Ewallet,77.1,4.761905,3.855,6.1
786-94-27,A,Yangon,Member,Male,Food and b,,6,24.186,507.906,2/28/2019,20:18,Cash,483.72,4.761905,24.186,9.1
728-88-78,C,Naypyitaw,Member,Female,Home and,,4,15.106,317.226,3/19/2019,15:52,Ewallet,302.12,4.761905,15.106,8.3
183-21-37,C,Naypyitaw,Normal,Female,Electronic,,9,34.9335,733.6035,2/19/2019,15:14,Ewallet,698.67,4.761905,34.9335,7.2
268-20-35,C,Naypyitaw,Normal,Female,Health and,,9,6.2325,130.8825,########,12:50,Ewallet,124.65,4.761905,6.2325,6
735-32-98,C,Naypyitaw,Member,Male,Fashion ac,,8,39.48,829.08,1/31/2019,10:36,Ewallet,789.6,4.761905,39.48,8.5
258-92-74,A,Yangon,Normal,Female,Health and,,5,8.92,187.32,########,18:33,Credit card,178.4,4.761905,8.92,6.6
857-16-35,A,Yangon,Member,Female,Fashion ac,,7,25.011,525.231,3/28/2019,16:06,Ewallet,500.22,4.761905,25.011,4.5
482-17-11,A,Yangon,Member,Male,Electronic,,3,1.791,37.611,1/19/2019,12:47,Credit card,35.82,4.761905,1.791,8.1
788-21-57,A,Yangon,Normal,Male,Fashion ac,,3,6.807,142.947,2/17/2019,13:34,Credit card,136.14,4.761905,6.807,7.2
821-14-90,B,Mandalay,Member,Female,Fashion ac,,6,5.244,110.124,1/18/2019,15:04,Credit card,104.88,4.761905,5.244,6.1
418-05-06,B,Mandalay,Normal,Female,Fashion ac,,7,8.946,187.866,########,20:42,Cash,178.92,4.761905,8.946,7.1
678-79-07,C,Naypyitaw,Member,Female,Sports and,,,40.7835,856.4535,1/18/2019,15:28,Cash,815.67,4.761905,40.7835,5.1
776-68-10,B,Mandalay,Normal,Male,Home and,,3,6.618,138.978,3/18/2019,13:45,Credit card,132.36,4.761905,6.618,7.9
592-46-16,C,Naypyitaw,Member,Female,Food and b,,7,12.8695,270.2595,########,20:10,Cash,257.39,4.761905,12.8695,7.4
434-35-91,B,Mandalay,Member,Male,Food and b,,4,4.668,98.028,########,18:53,Ewallet,93.36,4.761905,4.668,7.4
149-14-03,C,Naypyitaw,Member,Female,Health and,,8,11.4,239.4,########,14:24,Cash,228,4.761905,11.4,6.6
442-44-64,C,Naypyitaw,Member,Male,Home and,,3,8.3355,175.0455,########,11:42,Credit card,166.71,4.761905,8.3355,5.9
174-64-02,B,Mandalay,Normal,Male,Sports and,,10,34.87,732.27,########,17:49,Credit card,697.4,4.761905,34.87,8.9
210-74-96,C,Naypyitaw,Normal,Male,Fashion ac,,4,19.452,408.492,3/16/2019,15:33,Ewallet,389.04,4.761905,19.452,6.8
299-29-01,B,Mandalay,Member,Female,Home and,,7,18.263,383.523,########,10:54,Cash,365.26,4.761905,18.263,9.3
247-11-24,A,Yangon,Member,Female,Fashion ac,,4,4.464,93.744,########,16:23,Credit card,89.28,4.761905,4.464,4.4
635-28-57,A,Yangon,Normal,Male,Health and,,3,8.4,176.4,2/28/2019,19:33,Ewallet,168,4.761905,8.4,4.8
756-49-01,A,Yangon,Member,Male,Fashion ac,,1,0.985,20.685,########,11:39,Ewallet,19.7,4.761905,0.985,9.5
438-23-12,B,Mandalay,Normal,Male,Electronic,,7,26.558,557.718,1/24/2019,10:38,Ewallet,531.16,4.761905,26.558,8.9
238-45-69,B,Mandalay,Member,Male,Food and b,,1,2.686,56.406,########,20:03,Ewallet,53.72,4.761905,2.686,6.4
607-65-24,C,Naypyitaw,Member,Male,Health and,,10,40.975,860.475,########,12:39,Credit card,819.5,4.761905,40.975,6
386-27-76,C,Naypyitaw,Member,Female,Home and,,7,28.42,596.82,3/23/2019,15:59,Credit card,568.4,4.761905,28.42,8.1
137-63-54,C,Naypyitaw,Normal,Male,Electronic,,10,29.38,616.98,1/29/2019,14:26,Ewallet,587.6,4.761905,29.38,9
197-77-71,B,Mandalay,Member,Male,Electronic,,8,36.624,769.104,########,18:22,Ewallet,732.48,4.761905,36.624,6
805-86-02,A,Yangon,Normal,Male,Home and,,9,42.282,887.922,3/20/2019,11:32,Cash,845.64,4.761905,42.282,9.8
733-29-12,C,Naypyitaw,Normal,Male,Home and,,7,19.4635,408.7335,3/23/2019,12:41,Cash,389.27,4.761905,19.4635,8.5
451-73-27,C,Naypyitaw,Normal,Male,Food and b,,1,4.2415,89.0715,1/14/2019,15:20,Ewallet,84.83,4.761905,4.2415,8.8
373-14-05,A,Yangon,Member,Female,Sports and,,2,7.163,150.423,########,14:33,Ewallet,143.26,4.761905,7.163,8.8
546-80-28,A,Yangon,Member,Male,Home and,,2,3.769,79.149,2/20/2019,15:29,Ewallet,75.38,4.761905,3.769,9.5
345-68-90,C,Naypyitaw,Member,Female,Sports and,,8,12.668,266.028,########,16:19,Credit card,253.36,4.761905,12.668,5.6
390-17-58,C,Naypyitaw,Member,Female,Food and b,,1,1.921,40.341,########,16:33,Cash,38.42,4.761905,1.921,8.6
457-13-17,B,Mandalay,Member,Male,Fashion ac,,10,32.615,684.915,########,19:07,Credit card,652.3,4.761905,32.615,5.2
664-14-28,C,Naypyitaw,Member,,Home and,,5,2.6325,55.2825,1/30/2019,14:43,Credit card,52.65,4.761905,2.6325,5.8
487-79-68,B,Mandalay,Member,Female,Home and,,9,5.5305,116.1405,3/26/2019,19:28,Credit card,110.61,4.761905,5.5305,8
314-23-45,C,Naypyitaw,Member,Male,Health and,,7,28.4305,597.0405,1/15/2019,20:44,Cash,568.61,4.761905,28.4305,9
210-30-79,B,Mandalay,Member,Female,Fashion ac,,4,4.464,93.744,3/14/2019,11:16,Ewallet,89.28,4.761905,4.464,4.1
585-86-83,A,Yangon,Normal,Female,Food and b,,5,6.82,143.22,########,10:31,Credit card,136.4,4.761905,6.82,8.6
807-14-78,A,Yangon,Member,Female,Electronic,,10,8.71,182.91,2/22/2019,12:30,Ewallet,174.2,4.761905,8.71,7
775-72-19,B,Mandalay,Normal,Male,Home and,,5,18.32,384.72,1/24/2019,15:05,Ewallet,366.4,4.761905,18.32,8.4
288-38-37,C,Naypyitaw,Member,Female,Fashion ac,,3,12.7305,267.3405,1/25/2019,18:30,Ewallet,254.61,4.761905,12.7305,7.4
652-43-65,A,Yangon,Normal,Female,Fashion ac,,8,38.916,817.236,########,13:18,Credit card,778.32,4.761905,38.916,6.2
785-96-06,B,Mandalay,Member,Female,Electronic,,8,14.296,300.216,2/17/2019,15:28,Ewallet,285.92,4.761905,14.296,4.9
406-46-71,A,Yangon,Normal,Female,Home and,,6,28.956,608.076,########,11:52,Cash,579.12,4.761905,28.956,4.5
250-17-57,A,Yangon,Member,Male,Food and b,,10,9.425,197.925,2/27/2019,18:24,Ewallet,188.5,4.761905,9.425,5.6
156-95-39,A,Yangon,Normal,Female,Food and b,,4,11.078,232.638,3/25/2019,15:19,Ewallet,221.56,4.761905,11.078,8
842-40-81,B,Mandalay,Member,Female,Food and b,,10,38.6,810.6,########,10:38,Credit card,772,4.761905,38.6,5.6
525-09-84,B,Mandalay,Normal,Male,Electronic,,10,36.065,757.365,1/31/2019,15:12,Credit card,721.3,4.761905,36.065,4.2
410-67-17,A,Yangon,Member,Female,Fashion ac,,8,25.552,536.592,1/20/2019,17:48,Ewallet,511.04,4.761905,25.552,9.9
587-73-48,A,Yangon,Member,Female,Health and,,5,2.6725,56.1225,3/26/2019,11:07,Ewallet,53.45,4.761905,2.6725,7.6
787-87-20,A,Yangon,Member,Male,Health and,,4,11.1,233.1,1/20/2019,15:48,Credit card,222,4.761905,11.1,6.6
593-14-42,B,Mandalay,Normal,Female,Home and,,8,38.184,801.864,########,19:40,,763.68,4.761905,38.184,4.7
801-88-03,C,Naypyitaw,Normal,Female,Fashion ac,,3,11.409,239.589,########,20:30,Credit card,228.18,4.761905,11.409,9.8
388-76-25,B,Mandalay,Normal,Male,Sports and,,6,4.107,86.247,2/13/2019,13:59,Cash,82.14,4.761905,4.107,6.3
711-31-12,B,Mandalay,Normal,Female,Electronic,,4,19.128,401.688,3/16/2019,18:51,Cash,382.56,4.761905,19.128,7.9
886-54-60,A,Yangon,Normal,Female,Home and lifestyle,,6,3.429,72.009,1/15/2019,17:24,Cash,68.58,4.761905,3.429,7.7
707-32-74,B,Mandalay,Member,Female,Sports and,,4,19.108,401.268,2/26/2019,11:58,Ewallet,382.16,4.761905,19.108,4.5
759-98-42,C,Naypyitaw,Member,Female,Health and,,7,30.0545,631.1445,2/27/2019,19:01,Credit card,601.09,4.761905,30.0545,8
201-63-82,C,Naypyitaw,Member,Female,Sports and,,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,475.93,4.761905,23.7965,5.7
471-06-86,C,Naypyitaw,Normal,Female,Food and b,,1,2.621,55.041,########,10:22,Credit card,52.42,4.761905,2.621,6.3
200-16-59,C,Naypyitaw,Member,Male,Food and b,,2,6.565,137.865,1/17/2019,16:46,Cash,131.3,4.761905,6.565,6
120-54-22,B,Mandalay,Normal,Female,Food and b,,5,7.215,151.515,1/22/2019,18:08,Credit card,144.3,4.761905,7.215,8
102-77-22,C,Naypyitaw,Member,Male,Health and,,7,22.8585,480.0285,########,18:02,Credit card,457.17,4.761905,22.8585,4.2
875-31-83,B,Mandalay,Normal,Male,Sports and,,1,4.669,98.049,########,13:07,Cash,93.38,4.761905,4.669,9.6
102-06-20,C,Naypyitaw,Member,Male,Sports and,,5,6.3125,132.5625,3/20/2019,17:52,Cash,126.25,4.761905,6.3125,6.1
457-94-04,B,Mandalay,Member,Male,Electronic,,9,39.5415,830.3715,1/31/2019,20:32,Ewallet,790.83,4.761905,39.5415,5.6
629-42-41,C,Naypyitaw,Normal,Male,Health and,,8,8.72,183.12,2/19/2019,19:24,Cash,174.4,4.761905,8.72,8.3
534-53-35,A,Yangon,Normal,Female,Sports and,,4,18.952,397.992,########,16:06,Ewallet,379.04,4.761905,18.952,7.8
307-04-20,A,Yangon,Member,Female,Fashion ac,,1,1.531,32.151,########,14:14,Credit card,30.62,4.761905,1.531,4.1
468-99-72,C,Naypyitaw,Normal,Female,Home and,,8,17.604,369.684,########,17:36,Cash,352.08,4.761905,17.604,8.8
516-77-64,C,Naypyitaw,Member,Female,Health and,,5,2.54,53.34,2/24/2019,13:08,Ewallet,50.8,4.761905,2.54,4.1
404-91-59,A,Yangon,Normal,Male,Electronic,,7,26.103,548.163,########,16:09,Credit card,522.06,4.761905,26.103,9
886-77-90,C,Naypyitaw,Normal,Male,Electronic,,8,28.756,603.876,2/19/2019,11:33,Ewallet,575.12,4.761905,28.756,5.5
790-38-44,C,Naypyitaw,Normal,Female,Health and,,5,2.7475,57.6975,1/23/2019,10:18,Credit card,54.95,4.761905,2.7475,9.3
704-10-40,C,Naypyitaw,Member,Male,Health and,,3,9.0705,190.4805,1/14/2019,10:55,Credit card,181.41,4.761905,9.0705,5.6
497-37-65,A,Yangon,Normal,Male,Sports and,,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,412.37,4.761905,20.6185,9.7
651-96-59,A,Yangon,Normal,Male,Fashion ac,,1,2.3205,48.7305,########,20:06,Credit card,46.41,4.761905,2.3205,4
400-80-40,C,Naypyitaw,,Male,Health and,,4,13.71,287.91,2/15/2019,20:21,Credit card,274.2,4.761905,13.71,9.2
744-16-78,B,Mandalay,Normal,Female,Home and,,10,48.685,1022.385,1/15/2019,13:48,Credit card,973.7,4.761905,48.685,4.9
263-12-53,A,Yangon,Member,Male,Electronic,,7,32.41,680.61,2/27/2019,12:52,Credit card,648.2,4.761905,32.41,9.3
702-72-04,A,Yangon,Normal,Female,Electronic,,2,4.661,97.881,2/26/2019,12:28,Credit card,93.22,4.761905,4.661,6.6
605-83-10,B,Mandalay,Normal,Male,Fashion ac,,2,2.718,57.078,3/15/2019,16:26,Ewallet,54.36,4.761905,2.718,4.3
443-60-96,C,Naypyitaw,Member,Female,Home and,,1,3.0435,63.9135,1/24/2019,13:24,Cash,60.87,4.761905,3.0435,5.5
864-24-79,A,Yangon,Member,Female,Sports and,,10,12.245,257.145,2/22/2019,15:15,Cash,244.9,4.761905,12.245,8.1
359-94-53,B,Mandalay,Normal,Male,Health and,,1,4.639,97.419,3/15/2019,10:50,Credit card,92.78,4.761905,4.639,9.8
401-09-42,C,Naypyitaw,Member,Male,Home and,,5,21.6725,455.1225,########,18:38,Ewallet,433.45,4.761905,21.6725,9.4
751-15-61,B,Mandalay,Normal,Male,Sports and,,6,6.903,144.963,########,16:45,Ewallet,138.06,4.761905,6.903,7.9
324-41-68,C,Naypyitaw,Member,Female,Electronic,,8,12.08,253.68,########,19:30,Ewallet,241.6,4.761905,12.08,5.1
474-33-83,C,Naypyitaw,Member,Male,Fashion ac,,7,23.5865,495.3165,3/23/2019,13:23,Ewallet,471.73,4.761905,23.5865,6.9
759-29-95,A,Yangon,Member,Female,Fashion ac,,9,22.032,462.672,########,11:27,Cash,440.64,4.761905,22.032,8
831-81-65,B,Mandalay,Member,Female,Electronic,,9,34.0155,714.3255,2/23/2019,11:12,Cash,680.31,4.761905,34.0155,8
220-68-67,A,Yangon,Normal,Female,Home and,,4,15.494,325.374,3/17/2019,16:36,Cash,309.88,4.761905,15.494,4.2
618-34-85,A,Yangon,Normal,Female,Sports and,,2,9.318,195.678,1/16/2019,18:41,Credit card,186.36,4.761905,9.318,8.5
257-60-77,A,Yangon,Normal,Female,Electronic,,4,10.046,210.966,########,17:12,Cash,200.92,4.761905,10.046,9
559-61-59,B,Mandalay,Normal,Female,Health and,,1,0.8875,18.6375,1/14/2019,10:38,Cash,17.75,4.761905,0.8875,8.6
189-55-23,C,Naypyitaw,Normal,Female,Fashion ac,,10,31.09,652.89,1/31/2019,10:33,Ewallet,621.8,4.761905,31.09,6
565-91-45,B,Mandalay,Normal,Male,Health and,,8,4.3,90.3,3/15/2019,14:38,Ewallet,86,4.761905,4.3,6.2
380-60-53,A,Yangon,Normal,Female,Electronic,,10,20.13,422.73,2/24/2019,18:06,Credit card,402.6,4.761905,20.13,5
815-04-62,C,Naypyitaw,Member,Female,Sports and,,5,16.2425,341.0925,########,12:52,Credit card,324.85,4.761905,16.2425,6.5
674-56-63,A,Yangon,Normal,Male,Electronic,,1,4.7575,99.9075,3/22/2019,14:00,Cash,95.15,4.761905,4.7575,6
